term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),2.0555090655509707,0.014398337174353092,142.76017019606456,0,2.0272852684283875,2.083732862673554
treated,0.008089260808925896,0.02879667434870471,0.2809095491712485,0.7787858578186624,-0.04835833343623758,0.06453685505408938
post,-1.9985570432356334,0.02036232370759072,-98.14975304073995,0,-2.038471519908057,-1.95864256656321
treated:post,0.11906834030684274,0.04072464741518149,2.923741465284141,0.0034666375481341763,0.03923938696199539,0.1988972936516901
