term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),1.9735632183905758,0.028725953843247793,68.70313964716175,0,1.9172561666603327,2.029870270120819
treated,-0.017411093111182614,0.03385840510187422,-0.5142325239123219,0.6070981294702251,-0.0837784965393853,0.04895631031702007
post,-1.8665356321836737,0.040624633517240355,-45.945906967789625,0,-1.9461658283978578,-1.7869054359694896
female,0.11820893350790994,0.03978022444060707,2.971550190331355,0.002968400971039478,0.04023390202102883,0.19618396499479104
treated:post,0.030599166859548985,0.04788301569540752,0.639040094178608,0.522808053173845,-0.06325851516813052,0.1244568488872285
treated:female,0.017866085795614668,0.0468274096259993,0.3815305168128527,0.7028158363703263,-0.07392245465085678,0.10965462624208613
post:female,-0.4013514986177804,0.05625773291815929,-7.134156991388986,1.02515479858009e-12,-0.5116248456730107,-0.2910781515625501
treated:post:female,0.06370802032554576,0.06622395778389512,0.9620086515131054,0.3360630633610917,-0.06610057844429826,0.19351661909538978
